PSU	LC	Mate	NEM 	OC	OH	Buenas	Malas	Omitidas	Nota	Calculo	 R1 	R2 	R3 	R4 
665.85	674	634	743	600	0	11	9	20	553	553	38.5	15.4	0	66.7
626.5	614	596	702	600	570	13	3	24	586	586	61.5	15.4	12.5	33.3
654.05	603	678	661	631	0	27	7	6	709	709	76.9	69.2	62.5	50
614.1	659	609	579	635	560	13	13	14	562	562	30.8	30.8	25	50
690.55	603	737	702	628	0	25	7	8	690	690	53.8	76.9	37.5	83.3
636.25	542	682	641	607	0	27	9	4	705	705	69.2	84.6	62.5	33.3
662.85	659	682	661	589	0	33	2	5	778	778	100	69.2	87.5	66.7
699.3	603	718	764	646	564	34	4	2	783	783	84.6	76.9	87.5	100
641.45	667	673	558	657	0	24	5	11	686	686	69.2	46.2	50	83.3
675.35	626	701	682	642	0	19	3	18	643	643	53.8	30.8	25	100
688.35	659	774	579	635	0	30	7	3	738	738	76.9	69.2	62.5	100
640.1	645	634	662	603	0	15	6	19	598	598	46.2	30.8	25	50
738.05	633	831	682	638	670	32	7	1	757	757	76.9	76.9	75	100
790.1	754	812	764	829	0	37	3	0	814	814	100	84.6	87.5	100
705.65	710	701	702	668	727	20	8	12	641	641	38.5	53.8	62.5	50
741.9	732	756	744	693	0	37	3	0	814	814	100	92.3	75	100
737.1	651	812	702	660	622	24	8	8	679	679	61.5	46.2	62.5	83.3
708.65	592	812	641	646	0	29	7	4	728	728	84.6	53.8	62.5	100
652.7	633	640	702	0	626	16	5	19	610	610	53.8	30.8	12.5	66.7
788.15	768	774	805	850	0	36	2	2	807	807	92.3	92.3	87.5	83.3
624.75	603	656	599	592	0	17	4	19	622	622	30.8	38.5	50	66.7
690.6	614	718	744	548	587	26	10	4	693	693	69.2	61.5	62.5	66.7
649.35	582	637	744	603	0	18	7	15	624	624	46.2	38.5	50	50
713.25	608	812	641	660	0	31	5	4	752	752	76.9	76.9	62.5	100
619.05	508	688	599	581	531	20	5	15	648	648	61.5	38.5	37.5	66.7
621.35	587	660	579	622	0	22	9	9	657	657	61.5	53.8	37.5	66.7
640.1	572	627	723	628	0	18	7	15	624	624	53.8	30.8	37.5	66.7
640.7	592	648	702	552	0	21	7	12	652	652	38.5	69.2	50	50
641.2	608	678	620	592	595	18	8	14	622	622	46.2	46.2	25	66.7
660.15	645	737	558	600	0	28	5	7	724	724	76.9	69.2	62.5	66.7
662.55	614	656	723	638	0	17	7	16	614	614	53.8	30.8	50	33.3
624.1	557	664	620	589	0	18	7	15	624	624	53.8	46.2	12.5	66.7
613.7	645	593	641	576	0	21	5	14	657	657	69.2	61.5	25	33.3
711.2	674	737	723	625	640	31	3	6	757	757	84.6	61.5	75	100
714.1	743	756	620	703	649	20	3	17	652	652	69.2	23.1	50	66.7
650.9	603	673	661	589	622	19	6	15	636	636	38.5	46.2	25	100
795.9	743	850	744	757	788	35	5	0	790	790	92.3	84.6	87.5	83.3
646.15	597	678	641	614	531	25	1	14	705	705	53.8	61.5	62.5	83.3
637.15	592	718	517	664	0	28	5	7	724	724	84.6	53.8	87.5	50
698.15	597	737	744	611	600	19	13	8	619	619	38.5	53.8	50	50
670.1	667	656	702	660	655	24	10	6	674	674	61.5	38.5	62.5	100
648.95	626	624	723	622	560	20	12	8	631	631	69.2	46.2	25	50
728.3	592	831	641	757	0	37	3	0	814	814	100	84.6	87.5	100
623.1	603	613	661	614	0	11	8	21	555	555	7.7	23.1	37.5	66.7
691.5	633	682	764	664	670	17	7	16	614	614	53.8	30.8	25	66.7
675.95	667	688	661	677	0	23	10	7	664	664	76.9	38.5	50	66.7
641.1	754	688	476	617	0	21	4	15	660	660	53.8	53.8	50	50
665.3	659	664	682	642	564	22	13	5	648	648	46.2	69.2	50	50
704	732	737	641	657	630	26	5	9	705	705	69.2	38.5	75	100
628.35	603	652	599	646	0	17	10	13	607	607	38.5	38.5	37.5	66.7
663.15	651	678	661	614	626	18	8	14	622	622	38.5	46.2	25	83.3
742.7	667	812	702	684	630	32	7	1	757	757	84.6	69.2	87.5	83.3
697.7	603	756	682	664	0	29	5	6	733	733	76.9	69.2	62.5	83.3
668.35	608	706	661	638	0	26	2	12	712	712	76.9	53.8	50	83.3
699.85	721	640	743	0	819	18	6	16	626	626	61.5	38.5	25	50
636.5	620	630	682	585	0	19	4	17	641	641	61.5	38.5	25	66.7
667.15	633	652	723	0	664	17	1	22	629	629	38.5	38.5	37.5	66.7
623.4	603	634	620	625	591	12	4	24	574	574	23.1	30.8	25	50
682.5	674	694	682	649	0	21	9	10	648	648	53.8	61.5	50	33.3
676.75	651	664	723	638	670	25	9	6	686	686	61.5	69.2	50	66.7
666.6	776	637	641	552	645	24	4	12	688	688	61.5	53.8	62.5	66.7
688.5	651	737	641	664	0	27	4	9	717	717	69.2	53.8	75	83.3
646.7	639	682	620	569	570	8	8	24	527	527	23.1	7.7	12.5	50
761.4	659	850	682	766	0	32	4	4	764	764	76.9	76.9	75	100
612.8	557	613	661	603	0	18	9	13	619	619	46.2	38.5	62.5	33.3
645.45	639	640	683	589	0	12	8	20	565	565	23.1	30.8	12.5	66.7
613.35	592	624	621	589	574	17	5	18	619	619	46.2	46.2	12.5	66.7
701.75	587	718	805	548	600	25	7	8	690	690	69.2	46.2	75	66.7
687	639	678	764	631	0	23	6	11	674	674	76.9	53.8	25	66.7
682.65	567	756	661	638	0	32	5	3	762	762	92.3	76.9	62.5	83.3
630.4	633	648	558	0	727	21	6	13	655	655	53.8	46.2	50	66.7
683.4	608	737	641	699	0	30	5	5	743	743	84.6	61.5	75	83.3
646.2	597	656	682	611	0	22	6	12	664	664	61.5	46.2	62.5	50
644.6	572	637	743	0	578	18	6	16	626	626	46.2	38.5	25	83.3
663.1	659	660	682	638	0	19	4	17	641	641	46.2	53.8	50	33.3
726.95	700	737	744	693	0	27	3	10	719	719	61.5	61.5	62.5	100
745.35	659	756	805	721	0	40	0	0	850	850	100	100	100	100
645.5	592	694	538	569	803	27	3	10	719	719	76.9	53.8	50	100
659.65	721	624	661	631	694	12	10	18	560	560	30.8	38.5	12.5	33.3
658.15	667	645	682	0	640	19	6	15	636	636	46.2	38.5	50	66.7
669.1	620	682	682	677	0	20	8	12	641	641	53.8	38.5	62.5	50
651.5	682	656	602	0	694	10	12	18	536	536	23.1	23.1	12.5	50
639.55	614	652	661	581	0	11	3	26	567	567	46.2	7.7	12.5	50
711.8	700	706	764	631	622	25	9	6	686	686	69.2	53.8	62.5	66.7
691.8	691	737	641	585	617	22	5	13	667	667	46.2	53.8	50	83.3
654.9	639	645	723	561	556	24	7	9	681	681	53.8	61.5	62.5	66.7
668.55	587	756	601	607	0	34	3	3	785	785	84.6	76.9	87.5	100
647.85	639	630	703	589	608	17	6	17	617	617	53.8	30.8	37.5	50
622.7	567	645	599	693	0	19	7	14	633	633	53.8	38.5	50	50
680.6	639	688	682	0	727	36	3	1	804	804	100	84.6	75	100
629.25	608	630	661	589	476	16	9	15	600	600	38.5	30.8	50	50
675.45	562	706	723	646	0	17	8	15	612	612	61.5	23.1	25	66.7
709.4	667	694	764	649	727	22	9	9	657	657	69.2	46.2	25	83.3
639	608	624	702	611	556	20	7	13	643	643	61.5	46.2	25	66.7
651.75	645	673	620	649	0	26	9	5	695	695	61.5	53.8	62.5	100
647.5	552	737	579	607	556	27	4	9	717	717	69.2	46.2	75	100
719.35	784	756	579	776	0	31	4	5	755	755	69.2	69.2	87.5	100
618.65	582	694	517	607	0	25	5	10	695	695	69.2	69.2	50	50
653.7	592	652	702	664	664	21	7	12	652	652	38.5	46.2	62.5	83.3
722.85	754	737	682	699	0	27	11	2	700	700	69.2	53.8	75	83.3
672.05	597	673	744	638	0	22	9	9	657	657	53.8	61.5	62.5	33.3
674.6	603	660	764	548	660	20	10	10	636	636	53.8	46.2	37.5	66.7
641.35	626	660	641	589	0	12	4	24	574	574	30.8	15.4	25	66.7
682.9	626	756	620	625	0	35	5	0	790	790	100	76.9	75	100
698.6	620	756	702	589	495	23	6	11	674	674	38.5	69.2	62.5	66.7
615.9	608	656	558	596	541	20	5	15	648	648	46.2	38.5	37.5	100
718.75	700	694	805	652	622	30	5	5	743	743	76.9	53.8	87.5	100
705.4	639	737	723	652	591	37	3	0	814	814	100	100	75	83.3
631.55	626	660	579	646	0	10	2	28	560	560	23.1	15.4	25	50
660	645	656	702	603	591	24	6	10	683	683	46.2	61.5	62.5	83.3
665.45	645	701	620	660	0	26	4	10	707	707	76.9	38.5	75	83.3
638.7	538	673	661	585	630	12	12	16	555	555	30.8	23.1	25	50
650.3	645	648	682	592	564	19	7	14	633	633	61.5	30.8	37.5	66.7
650.15	645	637	682	0	640	20	5	15	648	648	53.8	38.5	37.5	83.3
670.35	620	664	723	668	655	25	4	11	698	698	76.9	46.2	50	83.3
663.4	651	664	702	589	0	27	5	8	714	714	84.6	53.8	62.5	66.7
660.15	639	616	723	614	744	21	0	19	669	669	53.8	53.8	50	50
679.4	633	688	702	677	574	22	9	9	657	657	61.5	38.5	62.5	66.7
632.65	626	630	661	517	587	19	12	9	622	622	46.2	53.8	37.5	50
657.45	608	673	682	625	582	23	3	14	681	681	61.5	30.8	75	83.3
697.25	674	688	723	721	630	20	6	14	645	645	69.2	23.1	37.5	83.3
651.45	614	664	661	646	551	17	12	11	603	603	46.2	30.8	37.5	66.7
638.2	651	694	496	0	717	26	2	12	712	712	76.9	61.5	50	66.7
676.2	626	701	661	703	613	34	4	2	783	783	84.6	84.6	75	100
750.7	721	774	764	672	0	32	1	7	771	771	92.3	76.9	62.5	83.3
632.1	603	648	620	649	0	19	3	18	643	643	61.5	38.5	25	66.7
660.1	603	664	702	652	0	22	6	12	664	664	69.2	53.8	37.5	50
641.2	614	656	620	0	682	17	9	14	610	610	46.2	38.5	37.5	50
663.45	667	718	579	622	0	22	7	11	662	662	69.2	38.5	50	66.7
792.8	700	831	805	776	640	37	1	2	819	819	92.3	92.3	87.5	100
625.4	620	664	558	631	0	17	7	16	614	614	46.2	38.5	50	33.3
700.1	682	737	661	668	0	22	6	12	664	664	53.8	61.5	50	50
627.3	552	660	620	649	0	15	10	15	588	588	46.2	38.5	25	33.3
681.4	651	664	764	614	595	21	11	8	643	643	69.2	46.2	37.5	50
643.05	614	682	621	581	0	22	5	13	667	667	61.5	46.2	25	100
661	597	737	579	652	0	27	4	9	717	717	84.6	61.5	25	100
634.35	633	648	599	664	0	13	12	15	565	565	38.5	15.4	37.5	50
625.3	639	660	538	660	0	20	6	14	645	645	46.2	46.2	37.5	83.3
697.55	700	682	723	699	0	30	6	4	740	740	84.6	69.2	62.5	83.3
652.05	674	660	641	600	527	25	4	11	698	698	69.2	53.8	75	50
661.35	732	640	599	660	772	18	3	19	633	633	46.2	53.8	12.5	66.7
672.2	667	718	620	607	0	27	6	7	712	712	61.5	53.8	87.5	83.3
635.25	626	648	601	0	682	16	3	21	614	614	30.8	30.8	37.5	83.3
623.9	614	645	599	611	582	13	10	17	569	569	30.8	30.8	25	50
692.65	582	774	641	677	0	27	8	5	707	707	76.9	53.8	62.5	83.3
737.65	592	850	661	715	0	38	2	0	826	826	92.3	92.3	100	100
637.15	620	634	661	596	626	18	7	15	624	624	61.5	30.8	37.5	50
637.2	567	637	723	561	564	17	10	13	607	607	61.5	46.2	0	50
666.1	542	706	702	614	645	27	2	11	721	721	84.6	38.5	75	83.3
650.5	645	673	599	689	0	18	8	14	622	622	46.2	30.8	62.5	50
658.25	603	701	682	0	517	32	2	6	769	769	84.6	84.6	62.5	83.3
610.45	608	669	496	638	0	28	6	6	721	721	76.9	53.8	75	83.3
680.1	691	652	744	625	595	13	5	22	581	581	23.1	38.5	0	83.3
634.7	567	669	641	600	0	19	7	14	633	633	61.5	30.8	62.5	33.3
638.75	645	620	661	469	655	12	5	23	572	572	15.4	38.5	25	50
611.55	659	640	517	625	0	14	6	20	588	588	46.2	30.8	12.5	50
640.25	626	656	599	561	701	27	6	7	712	712	61.5	76.9	50	83.3
660.3	700	673	599	652	677	17	7	16	614	614	53.8	30.8	50	33.3
685.6	674	718	620	727	0	31	5	4	752	752	76.9	69.2	75	100
615.05	597	590	661	564	649	9	12	19	527	527	15.4	23.1	25	33.3
650	620	656	682	603	0	24	9	7	676	676	69.2	53.8	37.5	83.3
608.2	552	600	682	573	0	14	11	15	576	576	38.5	30.8	50	16.7
640.9	473	812	496	569	0	39	1	0	838	838	100	92.3	100	100
676.1	710	673	661	660	0	28	8	4	717	717	69.2	69.2	62.5	83.3
675.15	721	682	641	638	582	20	12	8	631	631	69.2	38.5	12.5	83.3
700	651	812	558	649	0	36	3	1	804	804	92.3	92.3	87.5	83.3
669.25	659	694	641	649	0	24	15	1	662	662	53.8	69.2	37.5	83.3
648.9	587	664	682	622	0	19	5	16	638	638	38.5	38.5	50	83.3
691.9	651	682	764	638	582	27	6	7	712	712	61.5	61.5	62.5	100
704.3	667	706	764	617	622	28	3	9	728	728	76.9	69.2	50	83.3
714.55	674	812	599	646	0	33	3	4	776	776	84.6	61.5	100	100
718.55	710	694	785	680	0	27	5	8	714	714	76.9	69.2	50	66.7
654.65	620	718	579	628	0	23	7	10	671	671	61.5	61.5	12.5	100
645.85	633	737	496	614	636	29	4	7	736	736	53.8	76.9	87.5	83.3
703.6	592	774	682	664	0	31	3	6	757	757	92.3	61.5	62.5	100
654.1	667	645	661	652	0	25	7	8	690	690	84.6	46.2	37.5	83.3
645.35	639	637	682	548	604	19	7	14	633	633	46.2	46.2	50	50
640	582	634	702	628	0	12	9	19	562	562	38.5	23.1	25	33.3
640.75	639	648	641	611	551	12	11	17	557	557	38.5	23.1	12.5	50
634.4	592	645	641	596	655	15	6	19	598	598	46.2	30.8	12.5	66.7
670.45	626	694	661	677	0	30	6	4	740	740	69.2	69.2	75	100
665.8	562	706	682	652	0	24	6	10	683	683	69.2	46.2	50	83.3
655.55	659	694	599	617	0	17	9	14	610	610	38.5	38.5	37.5	66.7
741.6	682	831	661	660	0	30	6	4	740	740	76.9	76.9	50	100
695.95	633	756	641	0	689	18	12	10	612	612	46.2	53.8	25	50
654.3	633	669	641	592	664	23	7	10	671	671	76.9	30.8	62.5	66.7
672.35	576	688	723	668	0	17	9	14	610	610	61.5	30.8	37.5	33.3
662.6	587	682	702	628	0	32	8	0	755	755	76.9	69.2	87.5	100
712.05	633	737	764	628	0	26	5	9	705	705	76.9	53.8	50	83.3
644.85	626	648	661	628	551	16	9	15	600	600	38.5	30.8	25	83.3
639.65	603	664	641	600	0	21	6	13	655	655	61.5	30.8	50	83.3
700.65	776	669	702	649	689	21	7	12	652	652	69.2	38.5	50	50
635.3	645	627	661	589	0	14	12	14	574	574	30.8	30.8	25	66.7
623.6	700	648	496	680	670	16	7	17	605	605	30.8	38.5	37.5	66.7
710	614	812	620	668	0	24	3	13	690	690	61.5	53.8	62.5	66.7
692.3	674	682	744	646	622	20	11	9	633	633	38.5	38.5	75	66.7
696.25	587	774	641	703	0	30	7	3	738	738	84.6	61.5	87.5	66.7
621.55	547	616	723	542	0	21	3	16	662	662	53.8	53.8	37.5	66.7
626.1	620	637	641	552	0	17	11	12	605	605	46.2	46.2	25	50
631.8	524	718	580	589	527	22	7	11	662	662	76.9	38.5	37.5	66.7
686.2	659	656	764	0	682	29	6	5	731	731	84.6	46.2	75	100
647.85	639	660	641	628	622	15	9	16	591	591	38.5	30.8	25	66.7
638.1	603	673	599	649	0	20	11	9	633	633	61.5	30.8	50	66.7
680.6	674	718	620	677	0	24	5	11	686	686	61.5	38.5	62.5	100
793.45	768	850	723	766	757	37	3	0	814	814	92.3	84.6	100	100
633.3	674	660	538	652	670	21	6	13	655	655	69.2	23.1	50	83.3
669.65	626	718	641	611	501	27	4	9	717	717	61.5	53.8	75	100
623.6	547	664	620	0	604	15	5	20	600	600	30.8	30.8	25	83.3
648.6	667	652	620	668	0	22	3	15	671	671	69.2	30.8	50	83.3
732.6	667	774	744	649	541	25	8	7	688	688	76.9	38.5	62.5	83.3
666.4	620	694	682	596	582	24	2	14	693	693	69.2	53.8	50	66.7
649.25	562	660	723	528	591	26	4	10	707	707	84.6	53.8	50	66.7
621.1	532	737	517	538	531	23	14	3	655	655	69.2	53.8	37.5	66.7
637.2	542	637	723	614	0	23	5	12	676	676	69.2	38.5	50	83.3
677.3	674	656	744	0	613	14	7	19	586	586	46.2	15.4	37.5	50
646.15	639	682	599	617	574	24	6	10	683	683	53.8	53.8	50	100
667.1	691	737	517	680	0	31	3	6	757	757	84.6	61.5	75	100
720.95	667	737	764	611	649	35	3	2	795	795	92.3	84.6	87.5	83.3
657.15	682	688	579	652	664	14	13	13	572	572	46.2	23.1	37.5	33.3
635.7	567	648	702	552	0	20	4	16	650	650	53.8	30.8	62.5	66.7
638.4	562	656	682	603	0	22	4	14	669	669	53.8	38.5	62.5	83.3
758.85	700	812	723	727	0	31	5	4	752	752	84.6	53.8	100	83.3
730.05	754	737	702	721	0	35	5	0	790	790	84.6	84.6	87.5	100
657.5	682	652	620	727	0	24	9	7	676	676	76.9	46.2	62.5	50
757.85	700	831	702	684	0	33	3	4	776	776	92.3	61.5	87.5	100
693.2	776	669	661	625	717	20	9	11	638	638	53.8	38.5	37.5	83.3
653.55	651	694	599	611	613	27	8	5	707	707	69.2	61.5	75	66.7
702.95	576	756	723	668	0	36	4	0	802	802	92.3	84.6	87.5	100
744.35	659	812	723	664	0	37	3	0	814	814	92.3	84.6	100	100
674.25	NA	NA	NA	NA	NA	28	10	2	712	712	69.2	76.9	62.5	66.7
652.05	651	678	599	0	670	20	2	18	655	655	46.2	30.8	50	100
643.55	620	669	620	635	0	16	3	21	614	614	30.8	30.8	37.5	83.3
709.45	651	737	702	721	0	24	7	9	681	681	76.9	46.2	62.5	50
761.15	639	831	744	734	0	34	3	3	785	785	92.3	76.9	75	100
664.65	557	718	641	699	0	37	2	1	816	816	92.3	92.3	87.5	100
745.8	743	737	785	693	0	31	4	5	755	755	76.9	76.9	87.5	66.7
671.5	674	660	702	642	0	24	2	14	693	693	76.9	53.8	37.5	66.7
639.7	651	637	661	576	0	19	19	2	605	605	53.8	38.5	37.5	66.7
621.5	633	627	601	625	587	11	8	21	555	555	38.5	7.7	37.5	33.3
637.35	597	656	641	625	0	27	6	7	712	712	69.2	76.9	50	66.7
623.15	674	637	558	622	0	17	3	20	624	624	38.5	46.2	37.5	50
696	667	701	723	664	0	25	2	13	702	702	69.2	61.5	50	66.7
623.3	582	688	538	628	0	26	5	9	705	705	61.5	53.8	75	83.3
640.75	614	660	641	607	0	20	5	15	648	648	46.2	46.2	50	66.7
645.05	572	694	641	581	0	21	10	9	645	645	61.5	30.8	50	83.3
623.65	538	701	558	611	591	20	7	13	643	643	53.8	38.5	50	66.7
686.05	620	756	599	721	0	33	4	3	774	774	84.6	76.9	87.5	83.3
669.95	552	701	744	581	0	20	6	14	645	645	38.5	61.5	37.5	66.7
743.1	614	812	744	689	0	32	1	7	771	771	100	61.5	75	83.3
682.1	700	701	661	614	591	28	10	2	712	712	69.2	69.2	62.5	83.3
658.3	721	637	661	617	622	22	11	7	652	652	53.8	53.8	75	33.3
638.4	710	637	599	600	0	16	7	17	605	605	30.8	38.5	37.5	66.7
751.75	743	774	723	741	0	34	5	1	781	781	100	100	62.5	50
644.4	587	640	702	635	0	19	8	13	631	631	46.2	53.8	50	33.3
657.85	659	682	641	589	0	23	8	9	669	669	76.9	38.5	50	66.7
636.6	572	606	744	635	0	16	8	16	603	603	38.5	38.5	37.5	50
656.3	603	640	744	617	0	18	8	14	622	622	38.5	53.8	37.5	50
642.85	633	682	579	646	0	25	3	12	700	700	46.2	53.8	87.5	83.3
625.2	674	678	458	0	708	19	8	13	631	631	53.8	30.8	50	66.7
653.3	620	648	682	672	0	17	13	10	600	600	69.2	23.1	25	50
639.75	603	701	558	642	0	20	7	13	643	643	46.2	38.5	62.5	66.7
648.5	608	673	641	638	630	20	4	16	650	650	53.8	38.5	37.5	83.3
702.25	626	737	702	699	613	25	6	9	693	693	61.5	61.5	62.5	66.7
650.9	587	706	620	592	608	21	7	12	652	652	61.5	46.2	50	50
626.1	576	620	702	564	541	21	10	9	645	645	61.5	38.5	50	66.7
649.25	626	656	661	532	636	23	7	10	671	671	53.8	61.5	50	66.7
685.3	710	634	764	592	670	25	4	11	698	698	84.6	61.5	37.5	50
610.75	532	688	539	600	547	23	11	6	662	662	61.5	38.5	62.5	83.3
687.85	682	688	723	611	0	23	5	12	676	676	84.6	30.8	37.5	83.3
648.45	597	637	744	564	0	21	9	10	648	648	61.5	38.5	50	66.7
646.2	NA	NA	NA	NA	NA	27	9	4	705	705	76.9	53.8	75	66.7
681.8	614	756	620	638	0	25	7	8	690	690	76.9	53.8	37.5	83.3
650.25	587	718	599	600	0	26	13	1	686	686	69.2	46.2	62.5	100
634.65	614	648	641	552	600	21	5	14	657	657	53.8	53.8	37.5	66.7
641.7	626	669	641	552	0	19	9	12	629	629	46.2	30.8	62.5	66.7
639.75	603	669	620	631	0	23	12	5	660	660	61.5	61.5	37.5	66.7
686.95	667	678	723	677	0	25	8	7	688	688	61.5	53.8	87.5	50
656.7	651	652	682	0	626	22	8	10	660	660	61.5	46.2	37.5	83.3
629.65	645	718	455	638	0	26	7	7	700	700	76.9	46.2	75	66.7
633.95	524	640	723	569	604	19	9	12	629	629	61.5	38.5	25	66.7
660.85	620	669	744	498	0	17	4	19	622	622	53.8	23.1	25	83.3
671.45	608	701	702	589	0	23	4	13	679	679	61.5	38.5	62.5	83.3
633.4	667	627	641	576	0	23	11	6	662	662	84.6	46.2	25	66.7
633.35	603	656	641	573	541	20	12	8	631	631	53.8	46.2	50	50
632.3	614	664	620	557	512	17	5	18	619	619	30.8	30.8	62.5	66.7
675.7	639	660	744	649	630	21	9	10	648	648	53.8	38.5	62.5	66.7
695.55	633	756	661	635	582	26	5	9	705	705	84.6	53.8	37.5	83.3
704.35	691	706	723	611	677	29	6	5	731	731	69.2	61.5	87.5	83.3
634	608	656	620	622	0	12	11	17	557	557	38.5	30.8	12.5	33.3
769.25	732	831	702	734	0	34	4	2	783	783	76.9	84.6	87.5	100
728.55	743	774	661	0	664	24	6	10	683	683	69.2	53.8	37.5	83.3
640.25	576	678	661	517	547	16	7	17	605	605	38.5	23.1	62.5	50
714.1	659	737	723	699	0	23	4	13	679	679	53.8	38.5	75	83.3
623.15	620	640	579	0	664	21	6	13	655	655	46.2	53.8	50	66.7
680.6	651	706	682	622	0	25	9	6	686	686	76.9	46.2	50	83.3
717	721	678	784	0	717	23	11	6	662	662	76.9	46.2	25	83.3
646.1	667	637	661	607	608	25	7	8	690	690	69.2	69.2	25	83.3
640.45	620	630	661	0	677	10	7	23	548	548	30.8	15.4	12.5	50
647.75	659	660	641	581	587	16	9	15	600	600	23.1	38.5	50	66.7
618	592	669	579	538	506	19	5	16	638	638	53.8	38.5	37.5	66.7
738.4	700	756	764	672	0	33	3	4	776	776	84.6	84.6	75	83.3
771.1	700	812	744	797	694	38	1	1	828	828	92.3	100	87.5	100
695.8	659	737	641	721	0	21	3	16	662	662	46.2	38.5	50	100
644.3	592	600	764	557	649	10	5	25	553	553	23.1	23.1	12.5	50
630	608	652	620	528	600	12	6	22	569	569	30.8	30.8	25	33.3
730.45	710	737	744	708	608	24	6	10	683	683	53.8	46.2	62.5	100
647.55	572	706	599	657	0	33	6	1	769	769	76.9	76.9	87.5	100
702.6	651	737	723	561	600	15	8	17	593	593	38.5	38.5	12.5	66.7
647.9	603	660	702	548	527	20	9	11	638	638	53.8	30.8	62.5	66.7
646.6	659	673	579	672	0	26	6	8	702	702	76.9	53.8	50	83.3
643.25	582	664	661	628	608	18	7	15	624	624	46.2	38.5	37.5	66.7
635.5	639	660	620	557	0	27	4	9	717	717	76.9	69.2	50	66.7
638.8	608	718	538	596	578	24	6	10	683	683	76.9	38.5	50	83.3
577.4	468	590	662	528	0	10	14	16	531	531	23.1	15.4	25	50
656.75	582	694	661	628	0	29	7	4	728	728	69.2	69.2	75	83.3
682.7	691	645	723	0	735	22	2	16	674	674	61.5	53.8	37.5	66.7
734.4	659	831	641	684	0	28	9	3	714	714	61.5	61.5	87.5	83.3
641.75	614	652	661	603	0	14	8	18	584	584	30.8	30.8	37.5	50
699.25	645	737	702	631	608	21	11	8	643	643	53.8	46.2	37.5	83.3
736.85	721	756	723	684	717	25	9	6	686	686	69.2	53.8	50	83.3
658.2	645	640	702	657	630	17	8	15	612	612	23.1	53.8	37.5	66.7
648.2	576	627	723	576	701	13	12	15	565	565	46.2	23.1	12.5	50
633.05	603	678	599	576	0	20	6	14	645	645	46.2	46.2	50	66.7
630.85	582	678	579	646	0	26	4	10	707	707	61.5	61.5	50	100
689.8	710	678	702	672	0	28	6	6	721	721	76.9	53.8	75	83.3
725	651	812	682	589	0	31	1	8	762	762	84.6	61.5	75	100
659.65	592	688	661	664	0	19	5	16	638	638	61.5	38.5	12.5	83.3
681.95	682	694	661	680	0	32	5	3	762	762	92.3	69.2	75	83.3
649.7	538	737	599	607	0	22	4	14	669	669	69.2	15.4	62.5	100
724.4	608	774	764	635	0	23	9	8	667	667	46.2	38.5	75	100
660.65	639	694	641	603	495	18	6	16	626	626	53.8	38.5	37.5	50
697.85	645	774	641	603	531	33	7	0	766	766	84.6	84.6	75	83.3
677.4	700	660	682	699	0	19	8	13	631	631	53.8	38.5	37.5	66.7
662.4	645	652	702	564	645	19	7	14	633	633	46.2	38.5	50	66.7
613.7	608	688	496	585	0	18	5	17	629	629	53.8	30.8	50	50
643	645	613	723	0	574	19	2	19	645	645	53.8	38.5	25	83.3
718.8	732	694	744	741	0	20	6	14	645	645	53.8	53.8	25	66.7
610.3	582	660	558	557	574	22	8	10	660	660	61.5	46.2	62.5	50
649.05	614	694	599	642	512	25	11	4	681	681	69.2	46.2	62.5	83.3
648.6	524	701	661	631	0	33	4	3	774	774	76.9	84.6	75	100
710.65	682	737	682	721	0	32	6	2	759	759	92.3	61.5	87.5	83.3
710.95	620	756	723	660	622	32	3	5	766	766	76.9	69.2	87.5	100
686.9	659	682	744	622	604	17	3	20	624	624	46.2	38.5	37.5	50
643.4	582	669	661	607	0	16	10	14	598	598	38.5	46.2	12.5	66.7
634.5	587	606	702	625	689	13	5	22	581	581	30.8	15.4	25	83.3
722.45	633	774	723	668	564	25	10	5	683	683	76.9	46.2	50	83.3
684.85	659	756	599	631	0	33	4	3	774	774	84.6	84.6	75	83.3
624.95	608	669	558	628	0	25	11	4	681	681	69.2	53.8	37.5	100
625.8	633	678	538	596	587	23	7	10	671	671	38.5	53.8	62.5	100
642.5	639	637	661	628	587	14	7	19	586	586	30.8	23.1	37.5	66.7
635.2	768	648	496	660	0	23	8	9	669	669	53.8	53.8	62.5	66.7
721.55	682	756	723	642	622	32	3	5	766	766	84.6	76.9	62.5	100
612.3	651	565	661	0	626	19	8	13	631	631	61.5	30.8	50	50
637.4	614	634	702	538	0	14	3	23	595	595	53.8	23.1	0	66.7
685.05	754	694	641	617	0	22	11	7	652	652	69.2	38.5	50	66.7
649.05	614	664	661	622	0	25	9	6	686	686	61.5	53.8	75	66.7
700.9	710	682	744	603	660	23	6	11	674	674	53.8	46.2	50	100
627.05	620	660	579	573	613	24	8	8	679	679	53.8	61.5	50	83.3
663.9	587	688	702	614	0	20	8	12	641	641	69.2	23.1	37.5	83.3
726.5	768	756	682	622	587	19	16	5	612	612	30.8	46.2	50	83.3
632.25	587	627	682	622	0	19	8	13	631	631	61.5	38.5	37.5	50
751.2	710	774	764	699	0	32	2	6	769	769	76.9	76.9	75	100
667.55	732	652	661	625	0	17	9	14	610	610	38.5	38.5	37.5	66.7
651.7	645	682	620	548	608	26	9	5	695	695	76.9	53.8	62.5	66.7
629.25	626	630	641	603	595	23	5	12	676	676	61.5	53.8	37.5	83.3
